ticker,date,sentiment_score,uncertainty_score,sentiment_score_qa,uncertainty_score_qa
CPT,2020-10-30,0.110922,0.015331,-0.005371,0.007727
CPT,2020-05-09,0.122159,0.013845,-0.034386,0.009796
CPT,2020-01-31,0.220051,0.017977,0.07462,0.011397
CPT,2023-08-04,0.283783,0.013173,-0.000385,0.010883
CPT,2019-07-26,0.235141,0.015267,0.127733,0.010692
CPT,2022-04-29,0.391607,0.018957,0.084553,0.01156
CPT,2021-04-30,0.130227,0.009372,0.101154,0.004917
CPT,2024-02-02,0.06786,0.016796,0.06349,0.008758
CPT,2021-10-29,0.388368,0.017277,0.049639,0.008657
CPT,2018-10-26,0.148417,0.015194,0.038648,0.007718
TXN,2020-04-21,-0.029668,0.006262,0.030131,0.008904
TXN,2021-10-26,0.304516,0.005291,0.043399,0.010232
TXN,2020-01-22,-0.146129,0.006653,0.006887,0.006826
TXN,2021-01-26,0.101267,0.00563,0.148983,0.007407
TXN,2020-07-21,0.060358,0.011604,0.046609,0.00757
TXN,2018-10-23,0.277384,0.005412,-0.018654,0.006214
TXN,2019-07-23,0.017374,0.007343,-0.007447,0.007005
TXN,2018-07-24,0.430824,0.007442,0.089212,0.006213
TXN,2019-10-22,0.115832,0.007096,-0.124002,0.006629
TXN,2019-01-23,-0.055284,0.006897,0.034169,0.011286
TXN,2021-07-21,0.38971,0.005671,0.050652,0.009445
TXN,2021-04-27,0.261854,0.004912,0.153131,0.008306
TXN,2020-10-20,0.145284,0.008636,0.075161,0.007564
TXN,2018-04-24,0.314351,0.006748,0.076872,0.010179
KLAC,2024-04-25,0.252639,0.01133,0.242615,0.009283
KLAC,2020-02-04,0.34259,0.006742,0.175684,0.007909
KLAC,2018-10-29,0.277,0.008068,0.248211,0.006272
KLAC,2021-04-29,0.589106,0.008778,0.298528,0.005939
KLAC,2020-08-03,0.679309,0.006437,0.242624,0.009002
KLAC,2021-10-27,0.590921,0.008498,0.350092,0.009358
KLAC,2019-10-30,0.436517,0.004773,0.225182,0.008214
KLAC,2024-07-24,0.477204,0.010266,0.249596,0.007596
KLAC,2020-10-28,0.520445,0.008708,0.289262,0.008081
KLAC,2023-01-26,0.321355,0.008827,-0.025091,0.012358
KLAC,2021-07-29,0.560843,0.009103,0.290957,0.007316
KLAC,2019-01-29,0.125473,0.00755,0.112214,0.009535
KLAC,2019-08-05,0.217804,0.007396,0.288254,0.010948
KLAC,2022-07-28,0.426035,0.006825,0.127846,0.008632
KLAC,2020-05-05,0.321695,0.008621,0.094949,0.009018
KLAC,2019-05-06,0.179196,0.007173,0.254759,0.009173
KLAC,2023-10-25,0.357935,0.008817,0.118687,0.008084
KLAC,2021-02-03,0.553374,0.008491,0.244712,0.008455
KLAC,2022-01-27,0.496997,0.006893,0.235375,0.008671
KLAC,2023-07-27,0.26565,0.008801,0.221273,0.010201
KLAC,2022-10-26,0.321635,0.007237,0.187295,0.011113
KLAC,2024-01-25,0.176458,0.009269,0.179147,0.007822
KLAC,2022-04-28,0.435463,0.008799,0.248755,0.008394
INTC,2021-07-22,0.391624,0.00343,0.233041,0.006344
INTC,2018-10-25,0.486775,0.007847,0.256751,0.006137
INTC,2024-04-25,0.428853,0.005814,0.315651,0.004659
INTC,2019-07-25,0.227001,0.007189,0.132391,0.010358
INTC,2020-01-23,0.501175,0.005567,0.150476,0.006961
INTC,2020-10-22,0.236262,0.006211,0.112194,0.009423
INTC,2023-10-26,0.559344,0.00395,0.337362,0.005695
INTC,2021-04-22,0.407129,0.005848,0.266699,0.006968
INTC,2021-01-21,0.313347,0.005591,0.316961,0.007167
INTC,2024-08-01,0.244225,0.006729,0.200689,0.007632
INTC,2018-07-26,0.539599,0.005049,0.319106,0.00765
INTC,2019-04-25,-0.022763,0.007378,0.097848,0.009947
INTC,2021-10-21,0.476731,0.004116,0.263504,0.005886
INTC,2023-01-26,0.251473,0.005557,0.158325,0.008039
INTC,2019-10-24,0.294808,0.00651,0.215884,0.005164
INTC,2020-07-23,0.303694,0.007465,0.168951,0.007677
INTC,2019-01-24,0.330373,0.005495,0.062921,0.007671
INTC,2022-07-28,0.25758,0.005149,0.250562,0.004818
INTC,2023-04-27,0.38247,0.005112,0.259849,0.006192
INTC,2020-04-23,0.501124,0.005534,0.207515,0.006222
INTC,2022-10-27,0.303543,0.004982,0.196185,0.0057
INTC,2022-01-26,0.475805,0.004141,0.267893,0.005518
INTC,2023-07-27,0.509448,0.004595,0.287932,0.003596
INTC,2024-01-25,0.603261,0.004983,0.281304,0.006908
INTC,2022-04-28,0.461811,0.00481,0.321797,0.006143
BK,2018-10-18,0.407056,0.00729,0.095736,0.007179
BK,2018-04-19,0.394903,0.008248,0.204996,0.00905
FDUS,2020-02-28,0.306842,0.005695,0.132789,0.010895
FDUS,2019-11-01,0.243483,0.00768,0.08269,0.007928
FDUS,2020-05-01,0.142718,0.010163,0.123528,0.010586
FDUS,2018-03-02,0.157855,0.007332,0.040353,0.008798
FDUS,2021-08-06,0.173073,0.007366,0.17421,0.005287
FDUS,2021-02-26,0.268828,0.010877,0.214347,0.007383
FDUS,2019-03-01,0.256547,0.00754,0.161263,0.011335
FDUS,2020-10-30,0.245179,0.010124,0.153474,0.010095
FDUS,2020-08-07,0.112884,0.014404,0.21541,0.009252
FDUS,2021-05-07,0.115036,0.007709,0.195753,0.006876
FDUS,2021-11-05,0.103031,0.008442,0.069467,0.009885
FDUS,2019-08-02,-0.001205,0.008213,0.154905,0.007561
APP,2021-08-11,0.509215,0.010221,0.304726,0.006367
APP,2024-05-08,0.474514,0.015288,0.239817,0.004809
APP,2021-11-10,0.42535,0.009174,0.248245,0.01046
APP,2024-08-07,0.516485,0.008071,0.218686,0.005973
APP,2023-08-09,0.614266,0.009245,0.414771,0.009901
APP,2023-05-10,0.445182,0.011519,0.282981,0.005927
APP,2023-11-08,0.409762,0.005914,0.264554,0.007768
APP,2022-02-16,0.534768,0.010691,0.231086,0.006126
APP,2024-02-14,0.6689,0.011372,0.211939,0.008831
NI,2021-02-17,0.267203,0.009373,0.152717,0.010587
NI,2021-05-05,0.308943,0.011082,0.192627,0.011561
NI,2020-05-06,0.329473,0.009972,0.138324,0.010479
NI,2019-10-30,0.291618,0.010037,0.172688,0.009143
NI,2019-02-20,0.398715,0.008326,0.109518,0.006857
NI,2021-11-03,0.28705,0.014211,0.222993,0.011202
NI,2018-08-01,0.398732,0.012478,0.199833,0.0103
NI,2018-11-01,0.425945,0.010695,0.130833,0.008253
NI,2019-05-01,0.431518,0.008837,0.155439,0.011066
NI,2021-08-04,0.327367,0.011868,0.151061,0.010007
NI,2019-07-31,0.424927,0.01164,0.194669,0.010627
NI,2020-02-27,0.324118,0.008862,0.165649,0.00747
EVER,2020-02-24,0.654195,0.009376,0.339918,0.00771
EVER,2020-11-02,0.551809,0.011569,0.377629,0.010177
EVER,2018-11-12,0.285857,0.010604,0.19368,0.010463
EVER,2021-05-04,0.616675,0.009038,0.299673,0.009159
EVER,2021-11-01,0.239813,0.011538,0.221008,0.010993
EVER,2020-08-04,0.584843,0.010109,0.413578,0.010246
EVER,2020-05-04,0.581836,0.010814,0.300391,0.010722
EVER,2019-08-05,0.597053,0.012411,0.384746,0.007009
EVER,2021-08-02,0.525608,0.012141,0.361295,0.00684
EVER,2019-05-06,0.457718,0.007781,0.257068,0.011287
EVER,2019-11-04,0.669778,0.008068,0.330731,0.008431
EVER,2021-02-22,0.590517,0.008959,0.350818,0.00848
BRKL,2018-10-25,0.237805,0.009132,0.126739,0.011846
BRKL,2021-04-29,0.090587,0.008036,0.052682,0.01193
BRKL,2019-07-25,0.019935,0.005519,0.035577,0.010523
BRKL,2020-10-29,0.034657,0.012567,0.029371,0.010367
BRKL,2019-01-31,0.217324,0.010707,0.065395,0.009752
BRKL,2019-04-25,0.215672,0.007982,0.165786,0.010231
BRKL,2020-04-30,0.058879,0.007174,0.083901,0.016742
BRKL,2021-07-29,0.043349,0.008065,0.150571,0.011931
BRKL,2019-10-24,0.128935,0.00555,0.120633,0.012995
BRKL,2020-01-30,-0.042131,0.010204,0.136087,0.009242
BRKL,2020-07-23,0.220183,0.008479,0.037838,0.012389
BRKL,2021-10-28,-0.198684,0.006689,0.101947,0.012574
BRKL,2021-01-28,0.158493,0.006045,0.03855,0.011997
TTWO,2022-08-08,0.461582,0.009938,0.159302,0.01164
TTWO,2020-05-20,0.471548,0.00627,0.177438,0.008444
TTWO,2019-02-06,0.630192,0.004128,0.195878,0.007833
TTWO,2023-02-06,0.458841,0.010889,0.166291,0.006117
TTWO,2020-08-03,0.524309,0.004682,0.176267,0.00835
TTWO,2018-05-16,0.538985,0.004718,0.115296,0.009891
TTWO,2019-11-07,0.52891,0.005837,0.217057,0.008032
TTWO,2019-05-13,0.536706,0.00514,0.187707,0.010887
TTWO,2018-08-02,0.414639,0.005435,0.182463,0.011635
TTWO,2022-05-16,0.450258,0.011114,0.106011,0.010123
TTWO,2021-05-18,0.540105,0.006856,0.236128,0.006562
TTWO,2020-11-05,0.523032,0.004054,0.234161,0.006893
TTWO,2024-05-16,0.465782,0.00947,0.223812,0.004578
TTWO,2021-11-03,0.541797,0.007615,0.31208,0.005533
TTWO,2024-02-08,0.472417,0.007888,0.161765,0.012182
TTWO,2019-08-05,0.566656,0.004617,0.224636,0.007599
TTWO,2021-02-08,0.495292,0.004991,0.218756,0.008072
TTWO,2021-08-02,0.375521,0.006649,0.181348,0.005723
TTWO,2022-02-07,0.50201,0.006758,0.194838,0.008094
TTWO,2023-08-08,0.434905,0.008699,0.171559,0.009311
TTWO,2023-11-08,0.462315,0.007962,0.16115,0.007684
TTWO,2023-05-17,0.534283,0.011925,0.186714,0.008748
TTWO,2024-08-08,0.504132,0.007835,0.15458,0.010967
TTWO,2020-02-06,0.577421,0.005846,0.170973,0.008973
TTWO,2018-11-07,0.582818,0.004354,0.160896,0.0092
TTWO,2022-11-07,0.455749,0.01019,0.146704,0.011563
ERIC,2019-10-17,0.116497,0.00687,0.132202,0.009818
ERIC,2022-01-25,0.496003,0.003669,0.21758,0.007732
ERIC,2020-07-17,0.36948,0.00561,0.161453,0.010303
ERIC,2020-01-24,0.129008,0.005812,0.187189,0.007205
ERIC,2022-04-14,0.359589,0.003614,0.279429,0.009383
ERIC,2021-04-21,0.425576,0.003547,0.162788,0.009887
ERIC,2021-10-19,0.359714,0.004893,0.230341,0.012215
ERIC,2020-10-21,0.496748,0.004386,0.265486,0.006516
ERIC,2021-01-29,0.311428,0.00641,0.248201,0.007399
ERIC,2021-07-16,0.358494,0.006526,0.129258,0.010893
ERIC,2020-04-22,0.234169,0.007042,0.183122,0.010402
ERIC,2022-07-14,0.511305,0.005319,0.26522,0.009386
HCA,2024-01-30,0.515572,0.009875,0.270105,0.0089
HCA,2020-04-21,0.166727,0.015492,0.142375,0.008217
HCA,2024-07-23,0.358878,0.009146,0.207183,0.010179
HCA,2023-01-27,0.458169,0.012809,0.255445,0.012318
HCA,2020-01-28,0.445454,0.00965,0.24379,0.008086
HCA,2021-04-22,0.152159,0.013017,0.228838,0.011844
HCA,2022-10-21,0.311271,0.012916,0.169905,0.011379
HCA,2023-10-24,0.271544,0.012582,0.169955,0.008899
HCA,2019-04-30,0.26533,0.012064,0.339409,0.009168
HCA,2021-10-22,0.309607,0.021337,0.221613,0.00802
HCA,2020-07-22,0.029902,0.013058,0.201288,0.011307
HCA,2020-10-26,0.038697,0.019687,0.167993,0.009853
HCA,2022-04-22,0.214009,0.016201,0.080737,0.010747
HCA,2019-10-29,0.393174,0.012312,0.308057,0.008237
HCA,2019-07-30,0.17677,0.00995,0.163789,0.009623
HCA,2021-07-20,0.26319,0.014286,0.271952,0.011694
HCA,2022-01-27,0.273832,0.015179,0.232479,0.012961
HCA,2021-02-02,0.330543,0.0158,0.221333,0.01261
HCA,2023-07-27,0.348064,0.01536,0.290345,0.009642
HCA,2022-07-22,0.169522,0.00939,0.240704,0.010614
HCA,2024-04-26,0.498081,0.015972,0.278228,0.012359
HCA,2018-10-30,0.232923,0.008262,0.229794,0.011844
GS,2018-07-17,0.260175,0.010101,0.125585,0.005911
GS,2020-10-14,0.431279,0.011443,0.15953,0.010697
GS,2019-01-16,0.386629,0.006559,0.153761,0.007235
GS,2019-04-15,0.201573,0.008611,0.164696,0.006315
GS,2021-04-14,0.517914,0.009306,0.149171,0.009698
GS,2019-07-16,0.244235,0.009174,0.147794,0.009044
GS,2018-10-16,0.135149,0.010167,0.123425,0.008139
DSKE,2019-08-05,0.312002,0.005662,0.023642,0.006157
DSKE,2021-08-03,0.550694,0.007406,0.225578,0.007326
DSKE,2021-10-22,0.52314,0.009228,0.207521,0.00643
DSKE,2020-05-08,0.13539,0.010619,-0.014776,0.010017
DSKE,2020-10-30,0.420234,0.008208,0.195468,0.009137
DSKE,2020-08-07,0.31843,0.006777,0.253965,0.009358
DSKE,2019-05-06,0.389789,0.005992,0.15947,0.009398
DSKE,2019-11-12,0.070737,0.005562,0.096743,0.006849
DSKE,2019-03-08,0.470557,0.007058,0.108389,0.013108
DSKE,2021-01-29,0.379492,0.008046,0.127809,0.009294
DSKE,2021-05-07,0.326586,0.005498,0.302019,0.007503
DSKE,2020-03-10,0.072267,0.004842,0.107725,0.009793
TMUS,2022-02-02,0.597515,0.006702,0.233844,0.005035
TMUS,2024-04-25,0.4773,0.005965,0.229519,0.008112
TMUS,2019-02-07,0.367453,0.003548,0.207184,0.00594
TMUS,2022-04-27,0.55851,0.007619,0.300208,0.00384
TMUS,2021-05-04,0.586606,0.005637,0.20771,0.005792
TMUS,2020-05-06,0.275151,0.005447,0.213378,0.008588
TMUS,2022-07-27,0.485732,0.00613,0.279278,0.006349
TMUS,2023-02-01,0.55392,0.010467,0.21778,0.007358
TMUS,2019-04-25,0.209756,0.006559,0.191848,0.006103
TMUS,2020-11-05,0.412331,0.004341,0.207471,0.004209
TMUS,2021-07-29,0.689533,0.005321,0.199924,0.005559
TMUS,2019-10-28,0.386483,0.004183,0.14538,0.005621
TMUS,2024-07-31,0.609964,0.009428,0.251838,0.008026
TMUS,2020-08-06,0.296395,0.005392,0.256951,0.003751
TMUS,2018-08-01,0.31831,0.004508,0.188427,0.007076
TMUS,2021-11-02,0.349198,0.004214,0.269269,0.005268
TMUS,2021-02-04,0.542909,0.004892,0.181142,0.00748
TMUS,2023-10-25,0.506137,0.010676,0.217901,0.006945
TMUS,2023-04-27,0.496746,0.008782,0.197719,0.004729
TMUS,2022-10-27,0.584343,0.005087,0.239345,0.005389
TMUS,2020-02-06,0.364267,0.005542,0.107839,0.006337
TMUS,2023-07-27,0.61092,0.00584,0.207691,0.006773
TMUS,2024-01-25,0.508554,0.010762,0.26464,0.00739
TMUS,2018-10-30,0.401287,0.006198,0.21292,0.00611
BLK,2022-10-13,0.24814,0.009969,0.178095,0.010894
BLK,2024-07-15,0.617338,0.00782,0.295297,0.009971
BLK,2021-07-14,0.641181,0.009452,0.29087,0.009341
BLK,2018-01-12,0.592911,0.009123,0.154063,0.008921
BLK,2019-01-16,0.406194,0.013233,0.216807,0.010385
BLK,2020-04-16,0.481286,0.010548,0.110679,0.007121
BLK,2024-04-12,0.527719,0.008674,0.370375,0.005749
BLK,2020-01-15,0.63292,0.009524,0.186969,0.013329
BLK,2018-07-16,0.459621,0.009405,0.178461,0.011669
BLK,2020-10-13,0.532083,0.007885,0.281205,0.011082
BLK,2020-07-17,0.417074,0.008134,0.324833,0.011163
BLK,2023-07-14,0.462222,0.006851,0.364674,0.007021
BLK,2022-01-14,0.671969,0.007723,0.273243,0.01408
BLK,2019-07-19,0.332401,0.011782,0.178639,0.010247
BLK,2021-04-15,0.588746,0.011163,0.174462,0.012493
BLK,2023-01-13,0.310431,0.008424,0.231709,0.010693
BLK,2023-10-13,0.479698,0.009314,0.26268,0.008172
BLK,2018-10-16,0.347329,0.009341,0.156416,0.014175
BLK,2021-01-14,0.634786,0.011035,0.282437,0.010797
BLK,2022-07-15,0.314311,0.010915,0.186609,0.008118
BLK,2024-01-12,0.483619,0.00893,0.258072,0.008193
BLK,2019-04-16,0.435074,0.007941,0.168496,0.008043
BLK,2018-04-12,0.451984,0.012069,0.182705,0.011975
BLK,2019-10-15,0.427505,0.011004,0.240243,0.014107
BLK,2021-10-13,0.651121,0.008602,0.187283,0.010259
LOW,2020-11-18,0.611266,0.00557,0.293988,0.007498
LOW,2019-02-27,0.358959,0.00564,0.246195,0.005703
LOW,2020-05-20,0.45337,0.005686,0.197447,0.004697
LOW,2023-05-23,0.367155,0.00411,0.23931,0.008804
LOW,2019-08-21,0.612778,0.005991,0.231485,0.00595
LOW,2023-11-21,0.324408,0.005998,0.191962,0.00762
LOW,2022-02-23,0.696367,0.0039,0.29153,0.004915
LOW,2020-08-19,0.718768,0.004514,0.319216,0.004991
LOW,2019-05-22,0.432518,0.005772,0.231866,0.004032
LOW,2019-11-20,0.551795,0.006142,0.222287,0.004298
LOW,2024-08-20,0.320118,0.005001,0.138451,0.008469
LOW,2018-08-22,0.366689,0.008917,0.197714,0.004208
LOW,2018-02-28,0.365949,0.007163,0.238323,0.005593
LOW,2021-11-17,0.517629,0.003611,0.285491,0.006415
LOW,2021-05-19,0.678905,0.003688,0.275826,0.006919
LOW,2024-02-27,0.336829,0.005696,0.224429,0.006672
LOW,2023-03-01,0.432189,0.003284,0.177956,0.00806
LOW,2022-05-18,0.512242,0.00512,0.171479,0.005131
LOW,2022-11-16,0.624197,0.003113,0.270185,0.00566
LOW,2018-11-20,0.210056,0.006726,0.083594,0.007269
LOW,2018-05-23,0.462144,0.007381,0.211978,0.0056
LOW,2024-05-21,0.445973,0.003042,0.295996,0.004272
LOW,2021-02-24,0.580775,0.007291,0.287515,0.006716
LOW,2021-08-18,0.433888,0.004503,0.274957,0.006984
LOW,2022-08-17,0.350335,0.004139,0.23612,0.004371
LOW,2020-02-26,0.616852,0.00728,0.267655,0.005148
LOW,2023-08-22,0.369376,0.003556,0.24657,0.006005
LOW,2017-11-21,0.50759,0.006512,0.255272,0.003221
BTAI,2020-05-12,0.27289,0.010357,0.129483,0.010981
MA,2021-04-29,0.550881,0.004084,0.242413,0.005642
MA,2020-07-30,0.235641,0.005303,0.181348,0.005095
MA,2024-01-31,0.559514,0.005155,0.182755,0.005717
MA,2023-10-26,0.568556,0.004074,0.141332,0.006922
MA,2019-01-31,0.490947,0.006057,0.173006,0.005838
MA,2018-07-26,0.395429,0.004104,0.121774,0.00717
MA,2020-01-29,0.450423,0.006132,0.162223,0.006607
MA,2020-10-28,0.382037,0.0045,0.224106,0.004444
MA,2023-01-26,0.574241,0.003255,0.223845,0.008279
MA,2021-07-29,0.682641,0.004362,0.220789,0.004341
MA,2018-05-02,0.504679,0.002769,0.137828,0.006274
MA,2020-04-29,0.326278,0.00751,0.178703,0.009168
MA,2019-01-29,0.210632,0.005261,0.244468,0.004299
MA,2019-04-30,0.427676,0.004738,0.138071,0.007573
MA,2024-07-31,0.52716,0.004649,0.199701,0.006442
MA,2022-07-28,0.618847,0.004593,0.220712,0.008876
MA,2019-10-29,0.439015,0.003991,0.179762,0.005956
MA,2024-05-01,0.561895,0.005229,0.223114,0.004946
MA,2023-04-27,0.542317,0.00561,0.201417,0.004923
MA,2019-07-30,0.553107,0.004054,0.151896,0.007199
MA,2022-10-27,0.589595,0.003938,0.184472,0.006697
MA,2021-10-28,0.622575,0.00295,0.210314,0.005415
MA,2022-01-27,0.627417,0.004716,0.124318,0.010209
MA,2023-07-27,0.549529,0.006412,0.216008,0.00402
MA,2021-01-28,0.418793,0.004983,0.119354,0.00516
MA,2022-04-28,0.505792,0.003475,0.156007,0.008475
MA,2018-10-30,0.387816,0.004336,0.136725,0.005009
ENTA,2019-11-21,0.320003,0.01087,0.16264,0.008415
ENTA,2022-08-08,0.255384,0.014022,0.097771,0.014242
ENTA,2019-02-06,0.20134,0.014094,0.086477,0.011713
ENTA,2020-11-23,0.250144,0.012689,0.092139,0.008336
ENTA,2020-05-06,0.151433,0.009366,0.164479,0.014525
ENTA,2022-02-08,0.259824,0.00747,0.107677,0.018465
ENTA,2020-08-04,0.213098,0.010602,0.104107,0.005867
ENTA,2021-02-08,0.197237,0.014386,0.16403,0.01215
ENTA,2021-11-22,0.369964,0.007482,0.094037,0.017718
ENTA,2021-08-05,0.335741,0.009996,0.096875,0.011297
ENTA,2018-11-26,0.198436,0.012876,0.063561,0.011995
ENTA,2020-02-06,0.114704,0.011489,0.136502,0.010922
ENTA,2021-05-06,0.106417,0.009503,0.115421,0.013482
ENTA,2022-05-09,0.212117,0.011423,0.129857,0.012565
CLDX,2019-03-07,0.19754,0.01195,0.167131,0.016304
HII,2019-08-01,-0.031425,0.010048,0.168777,0.008067
HII,2019-05-02,0.243162,0.009938,0.139432,0.007807
HII,2020-02-13,0.371839,0.010757,0.107797,0.011569
HII,2018-11-09,0.364385,0.009636,0.093096,0.008915
HII,2021-02-11,0.349113,0.009819,0.23173,0.008901
HII,2019-11-07,0.309423,0.007102,0.127119,0.010098
HII,2020-11-05,0.243467,0.010235,0.151672,0.009407
HII,2020-05-07,0.441442,0.008991,0.097626,0.00792
HII,2020-08-06,0.164639,0.010493,0.145528,0.009754
HII,2019-02-14,0.214716,0.010612,0.165351,0.01083
HII,2021-08-05,0.247331,0.009309,0.143097,0.007789
HII,2021-11-05,0.120042,0.013006,0.090646,0.010094
HII,2021-05-06,0.251868,0.011047,0.139569,0.008596
CTSO,2019-03-07,0.37853,0.019925,0.251627,0.008063
CTSO,2020-11-04,0.429016,0.012886,0.199829,0.010082
CTSO,2020-08-04,0.369775,0.009968,0.199822,0.008653
CTSO,2019-08-06,0.334266,0.016325,0.181843,0.010099
CTSO,2020-05-05,0.376869,0.015927,0.160644,0.010199
EGAN,2020-09-02,0.272049,0.005841,0.167886,0.004293
EGAN,2019-11-07,0.303617,0.004768,0.116988,0.012488
EGAN,2019-05-08,0.250451,0.006262,0.241889,0.006414
EGAN,2020-05-07,0.208102,0.008108,0.112399,0.009679
EGAN,2020-11-10,0.357799,0.006991,0.089525,0.007114
EGAN,2020-02-06,0.272625,0.006974,0.135291,0.00778
EGAN,2019-09-03,0.344563,0.005511,0.141744,0.007956
AVT,2021-08-11,0.651873,0.005384,0.243108,0.006995
AVT,2018-10-25,0.306722,0.001592,0.156257,0.008962
AVT,2021-04-28,0.522974,0.004277,0.20354,0.008213
AVT,2020-01-23,0.356352,0.007641,0.179263,0.008512
AVT,2020-04-27,0.013424,0.00736,0.114202,0.011113
AVT,2019-04-25,0.184221,0.004565,0.073336,0.007271
AVT,2019-01-24,0.485686,0.005678,0.137627,0.006255
AVT,2019-08-08,0.160145,0.007108,0.04665,0.007471
AVT,2021-10-28,0.409566,0.006335,0.246639,0.007894
DRRX,2020-11-02,0.262138,0.008811,0.092376,0.01381
DRRX,2020-08-03,0.217086,0.009788,0.10986,0.013194
DRRX,2020-03-03,0.184838,0.008509,0.137982,0.009908
DRRX,2020-05-11,0.124941,0.007859,0.159209,0.014025
CZR,2021-05-04,0.118151,0.011581,0.18279,0.007987
CZR,2021-02-25,0.301941,0.010724,0.141323,0.009716
CZR,2021-08-03,0.297713,0.008881,0.185162,0.005648
CZR,2021-11-02,0.446718,0.007768,0.172102,0.005595
DFS,2021-07-22,0.346171,0.007746,0.177656,0.01086
DFS,2018-10-25,0.413124,0.004432,0.129445,0.009745
DFS,2020-01-23,0.421235,0.005882,0.177682,0.008315
DFS,2020-10-22,0.066129,0.008493,0.235858,0.00878
DFS,2021-04-22,0.178005,0.008787,0.190959,0.013643
DFS,2021-01-21,0.113719,0.008782,0.230796,0.008825
DFS,2019-07-23,0.556272,0.005029,0.154073,0.008984
DFS,2019-04-25,0.61978,0.004145,0.124426,0.008549
DFS,2021-10-21,0.376827,0.006129,0.18658,0.008019
DFS,2020-07-23,-0.065758,0.006902,0.152388,0.00687
DFS,2021-09-23,0.667833,0.005072,0.169609,0.010685
DFS,2019-10-22,0.433932,0.00444,0.178583,0.010267
DFS,2020-04-23,0.050241,0.00777,0.014481,0.011944
DFS,2019-01-03,0.572534,0.004488,0.140476,0.009331
PRU,2018-11-08,0.319764,0.008168,0.15247,0.006853
PRU,2019-08-01,0.373091,0.008119,0.070174,0.008975
PRU,2023-05-03,0.498615,0.010861,0.184681,0.010737
PRU,2021-05-05,0.464304,0.006541,0.144554,0.009778
PRU,2019-02-07,0.460352,0.006612,0.192693,0.008482
PRU,2019-05-02,0.293166,0.006749,0.244936,0.00739
PRU,2020-02-05,0.418585,0.007241,0.21176,0.00665
PRU,2020-05-06,0.081404,0.013307,0.065788,0.012021
PRU,2020-11-04,0.423118,0.008872,0.171785,0.008919
PRU,2022-02-04,0.449989,0.009534,0.264378,0.006548
PRU,2018-02-08,0.252059,0.009663,0.16251,0.010939
PRU,2022-11-02,0.423212,0.012943,0.216853,0.010718
PRU,2020-08-05,0.273866,0.010756,0.214507,0.007684
PRU,2024-02-07,0.547669,0.00907,0.340404,0.006932
PRU,2022-08-03,0.407708,0.013802,0.16567,0.014025
PRU,2019-11-05,0.339427,0.008345,0.125323,0.007795
PRU,2021-02-05,0.472956,0.007893,0.208522,0.011166
PRU,2021-11-03,0.560773,0.011959,0.310569,0.007513
PRU,2024-08-02,0.590244,0.011707,0.26206,0.009221
PRU,2018-08-01,0.246396,0.009329,0.122998,0.013626
PRU,2024-05-01,0.624208,0.01028,0.334931,0.007772
PRU,2022-05-04,0.532499,0.013851,0.263795,0.010438
PRU,2023-02-08,0.457497,0.012213,0.272777,0.010519
PRU,2023-08-02,0.513695,0.012447,0.318364,0.007118
PRU,2021-08-04,0.469108,0.009317,0.251276,0.007692
PRU,2023-11-02,0.503728,0.010509,0.229121,0.007607
BX,2021-07-22,0.653048,0.011266,0.246465,0.009227
BX,2022-07-21,0.501742,0.009135,0.18233,0.009313
BX,2024-07-18,0.474199,0.009303,0.271268,0.009577
BX,2021-04-22,0.57174,0.010668,0.233927,0.007519
BX,2024-04-18,0.485393,0.01014,0.223949,0.009277
BX,2021-10-21,0.664625,0.013586,0.234668,0.006485
BX,2023-01-26,0.323939,0.009671,0.29924,0.005215
BX,2023-07-20,0.480214,0.008873,0.227399,0.00978
BX,2022-10-20,0.467717,0.008148,0.187552,0.009205
BX,2023-10-19,0.36053,0.008182,0.232259,0.010214
BX,2022-01-27,0.56269,0.008812,0.301532,0.008312
BX,2024-01-25,0.393782,0.010111,0.207634,0.009841
KVUE,2024-08-06,0.512421,0.005415,0.347385,0.004907
KVUE,2023-10-26,0.467223,0.00678,0.295574,0.006027
KVUE,2023-07-20,0.475837,0.006029,0.253039,0.005242
KVUE,2024-02-08,0.314852,0.005616,0.295255,0.005792
KVUE,2024-05-07,0.548769,0.004771,0.226477,0.00577
CTSH,2022-02-02,0.623555,0.010811,0.334643,0.009594
CTSH,2021-05-05,0.461399,0.009877,0.272022,0.011576
CTSH,2019-05-02,0.118433,0.008096,0.084531,0.007494
CTSH,2020-02-05,0.105799,0.009034,0.233507,0.006481
CTSH,2021-10-27,0.474221,0.010662,0.270676,0.006436
CTSH,2021-07-28,0.637489,0.010511,0.340025,0.004787
CTSH,2022-07-27,0.430719,0.014599,0.320402,0.009213
CTSH,2019-10-30,0.196184,0.00797,0.135714,0.006903
CTSH,2020-10-28,0.316859,0.008252,0.298108,0.008448
CTSH,2020-05-07,0.050229,0.008793,0.243416,0.005875
CTSH,2022-05-04,0.422907,0.012333,0.273167,0.010236
CTSH,2020-07-29,0.247033,0.008224,0.287994,0.005269
CTSH,2021-02-03,0.308709,0.010619,0.261514,0.007403
CTSH,2019-07-31,0.349578,0.007319,0.115137,0.003933
CTSH,2018-10-30,0.425315,0.007835,0.132197,0.008907
EGHT,2021-11-02,0.471549,0.009514,0.163264,0.004403
